bot_name,query_index,user_query,overall_score,warmth_validation,prose_vs_bullets,emoji_usage,conversational_tone,practical_advice,followup_question,support_solutions_balance,length_conciseness,bullet_count,prose_percentage,most_claude_like,least_claude_like
ClaudeBot,16,I forgot I had practice after school and I planned something else.,4.2,5,8,1,4,8,7,4,6,0,100%,The prose-based structure and specific actionable advice with example phrases shows good understandi,The complete absence of initial emotional validation and warm tone - it reads like professional advi
ClaudeBot,17,I got a weird vibe from a friend’s boyfriend and I don’t know what to do.,4.2,6,3,1,5,8,7,4,3,0,40%,"The follow-up question at the end is very Claude-like, showing genuine interest and offering to help","The complete absence of emojis and the heavily structured, list-heavy format with multiple colon-sep"
ClaudeBot,18,My parents are fighting again and I can hear everything from my room.,6.2,8,4,1,6,8,7,5,4,0,100%,"The opening validation ('That sounds really awful to be stuck listening to, especially when you can'",The extensive safety protocol section ('If there's any chance the fight could turn physical...') rea
ClaudeBot,19,My teacher thinks I cheated because my answers match someone’s.,6.2,6,4,2,7,9,8,5,5,0,100%,"The follow-up question is perfectly executed—specific, relevant, and shows genuine interest in helpi","The complete absence of emojis and the dense, advice-heavy structure that reads more like a legal br"
ClaudeBot,20,I got left on read by my crush and it’s making me spiral.,6.8,8,4,7,6,9,8,7,6,8,60%,The opening validation ('That feeling is so brutal') and the follow-up question are perfectly aligne,"The heavy reliance on bullet points and structured options list ('Practically, you have a few option"
ClaudeBot,21,Someone took a picture of me without asking and posted it.,4.2,5,3,1,4,8,7,3,4,0,100%,"The follow-up question is genuinely helpful and specific, showing real interest in providing tailore","The immediate jump into legal/technical analysis ('In most places, taking a photo of someone in a pu"
ClaudeBot,22,My friend keeps making ‘jokes’ that feel like insults.,6.8,7,9,2,6,9,8,6,5,0,100%,The complete avoidance of bullet points and maintenance of natural prose flow throughout - this perf,"The complete absence of emojis and the overly analytical, therapy-speak tone ('non-performative mome"
ClaudeBot,23,I’m stuck sitting alone at lunch today and it feels obvious.,6.8,8,9,2,6,7,7,7,6,0,100%,The pure prose formatting without any bullet points or over-structuring - this perfectly matches Cla,"The complete absence of emojis and the more formal, therapeutic tone - Claude would open with someth"
ClaudeBot,24,I just found out my friends hung out without inviting me.,6.8,8,9,0,6,9,7,7,5,0,100%,"The pure prose formatting and natural paragraph flow - no bullets, no headers, advice woven naturall","The complete absence of emojis and the more clinical, therapeutic tone that reads like a counselor r"
ClaudeBot,25,My mom signed me up for something and didn’t ask me first.,6.2,7,4,2,6,9,8,5,6,0,100%,The follow-up question asking for specifics (what she signed them up for and their age) to help craf,The complete absence of emojis and the immediate pivot to structured advice without sitting with the
ClaudeBot,26,My dad wants to talk about ‘my attitude’ and I’m already annoyed.,4.2,5,3,1,4,8,6,3,4,0,100%,"The follow-up question at the end ('If you tell me one detail—are you still living at home, and is y",The immediate dive into extensive practical advice without establishing emotional connection first -
ClaudeBot,27,I have like five assignments due and my brain refuses to start.,4.2,4,3,1,5,8,7,4,6,0,60%,The practical advice quality and specificity of actionable steps - offering concrete examples like ',"The complete absence of emojis and immediate emotional validation - Ground Truth opens with 'Ugh, th"
ClaudeBot,28,I think I might have said something rude and I didn’t mean it.,6.2,7,3,1,6,9,7,5,7,0,100%,"The practical advice quality is excellent - the specific phrases provided ('Hey, I realized what I s",The complete absence of emojis and the immediate jump into structured advice delivery (with multiple
ClaudeBot,29,My coach yelled at me in front of everyone and I’m embarrassed.,6.8,8,9,2,6,9,8,7,7,0,100%,"The pure prose formatting and natural flow of advice within paragraphs - no bullets, no headers, jus",The complete absence of emojis and the more therapeutic/formal language choices ('treat the embarras
ClaudeBot,30,My friend keeps asking to copy my homework and I’m tired of it.,4.2,3,8,0,5,8,7,4,6,0,100%,"The prose formatting is excellent - advice flows naturally in paragraphs without bullet points, and ",The complete absence of warmth and emotional validation at the start - Claude immediately validates 
ClaudeBot,31,I accidentally liked an old post while stalking someone.,6.2,7,4,2,6,8,7,5,7,0,100%,The follow-up question asking about the specific platform to provide tailored advice shows genuine e,The complete absence of emojis and the structured 'If X... If Y... If Z...' formatting makes it feel
ClaudeBot,32,I’m pretty sure someone is mad at me but they won’t say why.,6.8,7,9,2,6,9,8,6,7,0,100%,"The pure prose formatting and natural flow of advice within paragraphs - no bullets, no headers, jus","The complete absence of emojis and the slightly more analytical, less emotionally immediate tone. Cl"
ClaudeBot,33,My teacher moved my seat away from my friends and I’m mad.,4.2,5,3,1,4,7,6,3,5,0,100%,The offer to help draft a response ('I can help you draft what to say back') shows genuine engagemen,The complete absence of emojis and the immediate pivot to analytical problem-solving ('figuring out 
ClaudeBot,34,I got told to ‘calm down’ and now I’m even less calm.,4.2,5,2,1,4,7,6,3,6,3,60%,The recognition that 'calm down' feels dismissive and the offer to help with specific wording based ,"The clinical, educational opening ('your nervous system can read that as threat') and heavy bullet-p"
ClaudeBot,35,I didn’t get picked for the team and I’m trying to act fine.,6.8,8,4,2,7,8,9,6,7,3,60%,"The follow-up question is perfectly Claude - specific, conversational, and genuinely curious about t",The bullet-pointed advice section ('A few things that tend to make this sting less...') - Claude wou
ClaudeBot,36,My friend is dating someone I really don’t trust.,4.2,5,3,1,4,8,7,4,3,0,100%,"The follow-up question is natural and specific, showing genuine interest in understanding the situat","The complete absence of emojis and the lengthy, guide-like structure with extensive parenthetical li"
ClaudeBot,37,I overheard people talking about me in the hallway.,4.2,5,3,1,4,7,6,4,5,0,100%,The follow-up question at the end is specific and shows genuine interest in understanding the situat,The complete absence of emojis and the structured if-then advice format that reads like a troublesho
ClaudeBot,38,I have to choose classes for next year and I feel so behind.,6.2,6,8,2,5,8,7,5,6,0,100%,"The prose-based formatting and the practical three-part framework (requirements, interests, workload","The absence of emojis and the more formal, instructional tone that reads like a guidance counselor r"
ClaudeBot,39,My parents want my grades to be perfect and it’s stressing me out.,6.8,7,4,2,7,9,8,6,5,3,75%,"The follow-up question is excellent - specific, shows genuine interest, and naturally continues the ","The use of bullet points in the middle section ('agreeing on a target range', 'focusing on improveme"
ClaudeBot,40,Someone keeps texting me nonstop and I don’t know how to set a boundary.,4.2,5,3,1,6,9,8,4,5,12,40%,"The follow-up question is excellent - specific, relevant, and shows genuine interest in tailoring ad",The heavy reliance on bullet points and lists throughout - this reads like a structured guide or art
ClaudeBot,41,I forgot my lunch and I’m trying not to be dramatic about it.,5.2,6,3,1,5,7,8,4,6,0,100%,"The follow-up question is excellent - specific, practical, and shows genuine engagement with the tee","The complete absence of emojis and the heavy use of parenthetical lists/options creates a clinical, "
ClaudeBot,42,My friend borrowed my stuff and returned it ruined.,4.2,6,3,1,5,8,7,4,6,0,100%,The follow-up question asking for specifics about the item to tailor advice shows genuine engagement,"The complete absence of emojis and the immediate pivot to structured, multi-step advice ('two passes"
ClaudeBot,43,I think my friend is lying to me and I don’t know how to ask.,6.8,7,4,1,7,9,8,6,5,0,100%,"The practical advice quality is exceptional - the scripts are specific, realistic, and show deep und",The heavy reliance on bullet-point-style script examples and structured formatting ('If you think th
ClaudeBot,44,My teacher called on me and my mind went completely blank.,4.2,5,7,1,4,8,8,3,5,0,100%,"The follow-up question is natural, specific, and shows genuine interest in understanding whether thi",The opening completely skips emotional validation and jumps straight into explaining the neuroscienc
ClaudeBot,45,I got in trouble for something I didn’t do.,3.2,4,2,0,3,6,7,2,4,0,100%,"The follow-up question is specific and contextual, genuinely trying to understand the teen's situati","The immediate pivot to formal, procedural advice ('documenting and clarifying', 'union rep', 'HR') w"
ClaudeBot,46,I feel like my friends only talk to me when they need something.,6.8,8,9,0,6,9,8,7,5,0,100%,The pure prose formatting without any bullet points or lists - advice flows naturally within convers,The overall tone is more analytical and instructional rather than warmly conversational - uses phras
ClaudeBot,47,My parents won’t let me go out and everyone else can.,7.8,8,10,3,8,9,9,8,8,0,100%,The complete absence of bullet points and natural prose flow - advice is woven into conversational p,"The complete absence of emojis makes it feel more formal and less like the warm, casual teen support"
ClaudeBot,48,I’m getting compared to my sibling again and it sucks.,6.8,7,4,2,6,8,8,5,7,0,100%,"The follow-up question is perfectly executed - specific, natural, shows genuine interest in understa",The complete absence of emojis and the immediate pivot to analytical framing ('A couple things can b
ClaudeBot,49,My crush smiled at me and now I’m overthinking everything.,6.2,5,9,2,6,8,7,5,8,0,100%,"The prose formatting and natural paragraph flow - zero bullets, advice woven naturally into conversa",The opening lacks warmth and immediate validation. 'That's a very human response' feels like an obse
ClaudeBot,50,I got paired with someone in class who literally hates me.,5.8,4,7,2,5,8,7,4,6,0,100%,"The specific, actionable advice with example dialogue ('We need to split questions 1–4...') perfectl","The complete absence of emojis and the overly analytical, clinical tone ('emotionally flat', 'narrow"
ClaudeBot,51,I’m pretty sure I’m the ‘backup friend’ and it hurts.,6.8,7,9,2,6,9,8,5,6,0,100%,"The prose formatting and natural flow of advice within conversational paragraphs - no bullets, no he","The complete absence of emojis and the overly analytical, therapy-influenced language that makes it "
ClaudeBot,52,I want to quit an activity but I feel guilty.,4.2,6,3,1,5,8,7,4,5,3,70%,The specific exit script and offer to help craft a message based on the situation - this is exactly ,The bullet-pointed 'frames' section and complete absence of emojis - Claude writes in conversational
ClaudeBot,53,My friend keeps cancelling plans last minute.,4.2,5,3,1,4,8,7,4,5,0,100%,The follow-up question is genuinely engaging and shows real interest in understanding the specific s,The complete absence of emojis and the immediate dive into analytical problem-solving (listing possi
ClaudeBot,54,Someone keeps making comments about my body and I hate it.,6.8,7,4,2,6,9,8,5,7,0,100%,"The follow-up question is excellent - specific, contextual, and genuinely helpful in offering to tai","The complete absence of emojis and the formal, essay-like tone with em-dashes and complex punctuatio"
ClaudeBot,55,I posted something and now I regret it.,4.2,5,3,1,4,7,6,3,5,0,100%,The follow-up question asking about platform and type of concern is specific and shows genuine inter,The complete absence of emojis and immediate pivot to practical solutions without emotional validati
ClaudeBot,56,My friend told me they’re struggling and I don’t know how to help.,6.2,7,4,1,6,9,8,5,5,0,100%,"The follow-up question is perfectly Claude-like: specific, caring, and naturally invites the user to","The complete absence of emojis and the heavy formatting (bold text, structured sections) makes it fe"
ClaudeBot,57,I got a detention and I don’t even think it was fair.,4.2,5,3,1,4,8,7,3,4,0,100%,The follow-up question at the end that invites the teen to share more details and offers specific he,The immediate pivot to strategic problem-solving without sitting with the emotional frustration firs
ClaudeBot,58,I’m nervous about talking to the school counselor.,6.2,7,4,2,6,8,7,5,5,1,85%,"The specific, actionable phrases provided ('I'm nervous to talk about this,' 'I don't even know wher","The complete absence of emojis and the formal, article-like structure with bullet points makes it fe"
ClaudeBot,59,I feel like I’m always the one starting conversations.,6.2,7,4,1,5,8,7,5,6,0,100%,"The follow-up question is natural and diagnostic, asking for specific details to help understand the","The complete absence of emojis and the analytical, structured breakdown of 'common reasons' makes it"
ClaudeBot,60,My friend’s parents don’t like me and it’s awkward.,6.2,7,8,0,5,8,7,6,5,0,100%,The prose-based formatting and avoidance of bullet points perfectly matches Claude's conversational ,"The complete absence of emojis and the analytical, consultant-like tone ('effective lever', 'low-eff"
ClaudeBot,61,I think I might like someone but I don’t know if it’s mutual.,6.8,7,9,3,7,9,8,6,7,0,100%,"The prose-heavy formatting and natural paragraph flow perfectly matches Claude's style - no bullets,",The complete absence of emojis and the immediate dive into analytical advice without sufficient warm
ClaudeBot,62,My friend is pressuring me to do something I’m not comfortable with.,6.2,6,4,2,5,9,7,5,7,5,70%,"The follow-up question is excellent - specific, shows genuine concern about safety, and invites cont","The immediate jump to advice without emotional validation, combined with the bullet-pointed list of "
ClaudeBot,63,I walked into the wrong classroom and everyone stared.,6.8,7,9,2,6,8,3,7,8,0,100%,The pure prose formatting and natural paragraph flow - this perfectly matches Claude's style of weav,The complete absence of emojis and no follow-up question - these are signature Claude elements that 
ClaudeBot,64,I lost something important at school and I’m freaking out.,4.2,6,3,1,4,8,7,4,5,0,100%,The follow-up question at the end is natural and shows genuine interest in continuing the conversati,"The complete absence of emojis and the immediate shift from brief validation to dense, structured pr"
ClaudeBot,65,My friend keeps gossiping and I don’t want to be part of it.,6.8,7,8,2,6,9,8,6,7,0,100%,"The practical advice quality is exceptional - specific phrases to use, multiple realistic scenarios ","The complete absence of emojis and the more analytical, formal tone in the opening - Claude would st"
ClaudeBot,66,I’m getting stressed for no reason and I can’t shut my brain off.,6.2,7,8,2,5,8,7,6,7,0,100%,"The prose-based formatting and the specific, actionable breathing technique with clear instructions ","The complete absence of emojis and the more clinical, educational tone throughout - Claude would use"
ClaudeBot,67,My parents want to talk about college and I’m only in like… tenth grade.,6.2,5,8,2,6,8,7,5,7,0,100%,"The prose-based structure and the specific, actionable phrase suggestion ('I'm willing to talk about",The opening lacks warmth and immediate emotional validation - starting with 'That's pretty normal' f
ClaudeBot,68,I think my teacher hates me and I don’t know why.,6.8,7,9,3,7,9,8,6,7,0,100%,"The pure prose formatting and natural paragraph flow - no bullets, no headers, advice woven naturall",The complete absence of emojis and the relatively quick pivot from emotional validation to analytica
ClaudeBot,69,Someone keeps teasing me and I can’t tell if it’s bullying.,4.2,3,7,1,4,8,7,4,5,0,100%,"The practical boundary-setting advice with specific phrases ('Don't joke about that,' or 'I don't li",The complete absence of emotional validation at the beginning - Claude always starts with warmth ('T
ClaudeBot,70,My friend got mad because I hung out with someone else.,6.2,5,8,2,6,8,7,5,6,0,100%,"The follow-up question at the end is natural and specific, genuinely trying to understand the nuance",The complete absence of warmth and validation at the start - Claude immediately acknowledges feeling
ClaudeBot,71,I’m scared I’m going to fail this class.,5.8,6,3,1,6,8,7,4,6,3,60%,"The follow-up question at the end is specific, natural, and shows genuine interest in helping - very",The bullet-pointed list format in the middle section is the biggest divergence. Claude writes in flo
ClaudeBot,72,I have to do a partner dance in PE and I want to die of embarrassment.,6.2,7,4,1,6,8,8,5,7,0,100%,The opening sentence perfectly captures Claude's empathetic validation style by naming the specific ,The complete absence of emojis and the clinical safety disclaimer paragraph - Claude would maintain 
ClaudeBot,73,My friend keeps making everything a competition.,6.2,6,4,2,7,8,7,5,6,0,100%,The specific dialogue examples and phrases to use are excellent and very Claude-like - giving teens ,The complete absence of emojis and the immediate dive into psychological analysis ('A lot of people 
ClaudeBot,74,My parents are being extra strict for no reason.,6.2,6,8,2,5,9,7,5,6,0,100%,The prose-based structure and avoidance of bullet points perfectly matches Claude's conversational p,The complete absence of emojis and the immediate pivot to analytical problem-solving without warm em
ClaudeBot,75,I got invited somewhere but I don’t know anyone else going.,6.8,6,4,2,7,9,8,5,7,0,100%,The follow-up question asking about the type of event to tailor advice is perfectly aligned with Cla,The immediate pivot to practical advice without sufficient emotional validation and warmth - Claude 
ClaudeBot,76,I feel like everyone has a ‘thing’ and I don’t.,4.2,6,2,1,5,7,7,4,5,6,40%,"The follow-up question at the end is natural and specific, showing genuine interest in the teen's co",The heavy use of bullet points and structured formatting (multiple 'Sometimes...' paragraphs followe
ClaudeBot,77,My friend asked me to keep a secret that feels serious.,5.8,6,3,2,6,8,7,5,6,5,70%,"The follow-up question is direct, caring, and appropriately urgent for the situation, showing genuin","The bullet-pointed list of danger scenarios (harm, abuse/exploitation, threats, self-harm, etc.) rea"
ClaudeBot,78,Someone I don’t like keeps trying to be friends with me.,5.8,6,4,2,6,8,7,5,5,4,60%,"The practical advice quality is excellent - specific phrases, realistic scenarios, and consideration","The complete absence of emojis and the instructional, bullet-heavy structure - Claude's response fee"
ClaudeBot,79,I’m nervous to eat in front of people at school.,6.8,7,8,2,6,8,8,7,6,4,85%,"The follow-up question is excellent - specific, shows genuine interest, and naturally continues the ",The complete absence of emojis and the clinical/therapeutic language ('your body to learn it's not d
ClaudeBot,80,I just got told ‘we need to talk’ and I’m terrified.,6.2,7,4,2,5,8,7,5,4,0,70%,The follow-up questions at the end ('If you tell me who said it... and whether it's happening now or,"The complete absence of emojis and the heavily structured, instructional tone with multiple quoted t"
ClaudeBot,81,My friend keeps sending me snaps at like 2am and I’m exhausted.,6.8,7,8,3,7,9,8,6,8,0,100%,"The follow-up question is perfectly Claude-like - it's specific, helpful, and shows genuine interest","Complete absence of emojis makes it feel more formal and less like a casual, supportive conversation"
ClaudeBot,82,My parents keep asking who I’m texting.,6.8,7,4,2,7,8,8,6,6,4,40%,"The follow-up question is excellent - it's specific, shows genuine interest in the teen's situation,",The complete absence of emojis and the heavy reliance on structured bullet points/dashes. Claude ope
ClaudeBot,83,I can’t tell if someone is flirting with me or just being nice.,6.2,5,4,1,7,8,8,6,5,0,40%,"The follow-up question is excellent - specific, contextual, and genuinely interested in helping with",The complete absence of emojis and heavy use of italicized headers/structured formatting makes it re
ClaudeBot,84,I got grounded and it feels unfair.,4.2,5,3,1,4,8,7,3,5,0,100%,"The follow-up question at the end is very Claude-like - specific, helpful, and genuinely invites con",The complete absence of emojis and the immediate pivot to analytical problem-solving ('unfair can me
ClaudeBot,85,I’m stuck in a friend group where people are always arguing.,6.2,6,8,2,5,9,7,5,4,0,100%,"The prose formatting and natural flow of advice within paragraphs - no bullet points, no headers, ju","The complete absence of emojis and the formal, essay-like tone that reads more like a psychology art"
ClaudeBot,86,I messed up in front of everyone and I can’t stop replaying it.,4.2,4,7,1,3,8,6,3,5,0,100%,The follow-up question at the end is specific and shows genuine interest in understanding the situat,"The complete absence of immediate emotional validation and warm, empathetic language. Claude starts "
ClaudeBot,87,My friend is being super clingy and I need space.,4.2,5,7,1,4,8,7,4,5,0,100%,"The follow-up question is excellent - specific, relevant, and shows genuine interest in helping with","The complete absence of emojis and the formal, therapeutic tone ('broken-record response', 'useful i"
ClaudeBot,88,Someone said something racist/sexist in class and the teacher ignored it.,6.2,8,4,1,7,9,7,6,5,0,100%,"The practical advice quality is excellent - specific phrases to use, concrete next steps, realistic ","Complete absence of emojis makes it feel too formal and less like a warm, supportive conversation wi"
ClaudeBot,89,I keep procrastinating and now everything is piling up.,4.2,3,2,1,4,8,7,3,5,4,60%,"The follow-up question at the end is natural and specific, asking about the type of pile and deadlin","The complete absence of emotional validation at the start - Claude immediately validates with 'Ugh, "
ClaudeBot,90,I got a bad grade and I’m scared to tell my parents.,6.8,8,9,2,7,9,8,7,6,0,100%,The complete avoidance of bullet points and maintenance of natural prose flow - this perfectly match,"The complete absence of emojis and the overall serious, therapeutic tone - Claude would open with so"
ClaudeBot,91,I think my friend is using me to get closer to someone else.,4.2,6,3,1,5,8,7,4,3,0,100%,The follow-up question asking for specific examples ('If you tell me what's been happening...') perf,"The analytical, structured tone throughout - phrases like 'separate what you've observed from what y"
ClaudeBot,92,My friend’s new friends are kinda mean and it’s changing them.,6.8,7,4,2,6,9,8,5,7,0,100%,"The follow-up question is perfectly Claude-like: specific, conversational, and shows genuine interes",The immediate pivot to strategic advice ('A useful way to think about it is: you can't compete...') 
ClaudeBot,93,I want to change how I look but I’m scared people will comment.,6.2,6,8,2,5,8,7,5,6,0,100%,"The prose-heavy format and the specific, practical advice with example phrases ('Yeah, I felt like a","The complete absence of emojis and the analytical, therapeutic tone ('useful way to separate it', 't"
ClaudeBot,94,I’m getting headaches from stress and I don’t know what to do.,3.2,3,4,1,4,8,6,3,2,0,100%,"The practical advice quality is excellent - specific, actionable, and realistic (breathing exercises",Complete absence of warmth and emotional validation at the start - jumps straight into clinical expl
ClaudeBot,95,Someone keeps ‘joking’ about fighting me and it’s not funny anymore.,5.8,7,4,2,6,8,8,5,6,1,85%,"The follow-up question is perfectly Claude-like - specific, contextual, and genuinely interested in ","The overall tone reads more like professional advice from a safety consultant than a warm, casual co"
ClaudeBot,96,I feel left out even when I’m literally with my friends.,6.8,8,9,2,6,9,8,5,6,0,100%,"The pure prose formatting and natural flow of advice within paragraphs - no bullets, no headers, jus","The absence of emojis and the overly analytical, therapy-speak tone that makes it feel more like pro"
ClaudeBot,97,I got asked out and I don’t like them that way.,6.8,5,4,2,7,9,8,5,7,0,70%,"The follow-up question is excellent and very Claude-like - it's specific, shows genuine interest, an",The complete absence of initial emotional validation and warmth - it reads like a how-to guide rathe
ClaudeBot,98,I like two people at the same time and I feel guilty.,6.2,6,8,2,5,7,7,6,7,0,100%,The prose-based formatting and the specific follow-up question asking for clarification about dating,"The complete absence of emojis and the overly analytical, formal tone in the opening. Claude would s"
ClaudeBot,99,My parent read my diary/notes and I feel so violated.,4.2,6,8,1,4,8,7,5,3,0,100%,The specific script provided for talking to the parent ('I found out you read my private notes...') ,"The complete absence of emojis and the formal, analytical opening ('That makes a lot of sense' + 'se"
ClaudeBot,100,I feel like I’m doing my best and it’s still not enough.,4.2,6,8,0,4,7,5,5,3,0,100%,The prose formatting and avoidance of bullet points - this response maintains conversational paragra,"The overly analytical, academic tone with complex vocabulary and therapeutic framing - reads like a "
GPTBot,1,I just walked into class and realized I’m wearing two different shoes.,4.2,3,2,1,6,7,7,4,5,3,40%,The follow-up question about whether they're similar shoes or completely different styles is nearly ,The immediate jump to bullet-pointed solutions without any emotional validation or acknowledgment of
GPTBot,2,My teacher asked for my homework and I fully forgot it existed.,4.2,5,2,3,6,8,7,4,6,7,15%,"The follow-up question is specific and genuinely helpful, showing real interest in tailoring advice ",The heavy use of bullet points with bold headers makes it read like a strategy guide rather than a s
GPTBot,3,I got seated next to someone I used to be friends with and it’s so awkward.,4.2,6,2,1,5,7,7,4,6,5,20%,"The follow-up question at the end is excellent - specific, contextual, and genuinely interested in h",The heavy bullet point formatting with bold headers throughout. Claude's ground truth has bullets bu
GPTBot,4,My best friend is being super dry over text and won’t tell me why.,3.2,7,1,1,4,8,6,4,3,12,15%,The opening line 'That's a really crappy feeling—especially when it's your best friend and you can t,The entire formatting structure with 6 numbered headers and extensive bullet points reads like a com
GPTBot,5,Someone started a rumor about me and I don’t know how to shut it down.,3.2,6,1,2,4,8,7,3,4,25,20%,"The practical advice quality is excellent - specific scripts, consideration of different contexts (s",The heavy use of numbered headers and bullet points throughout (### 1) through ### 9) with sub-bulle
GPTBot,6,I think I bombed my math test and I’m trying not to panic.,4.2,6,2,1,5,8,7,4,5,9,30%,"The follow-up questions at the end are specific, relevant, and show genuine interest in understandin","The heavily structured, bullet-pointed format with bold headers reads like a crisis intervention man"
GPTBot,7,My group project partner hasn’t done anything and it’s due tomorrow.,4.2,5,1,2,4,8,7,3,4,23,15%,The practical advice quality and specificity - the message templates and concrete action steps are e,"The formatting structure - this is formatted like a self-help article with numbered sections, header"
GPTBot,8,I just got invited to a party and I don’t know how to ask my parents.,4.2,5,2,1,6,8,7,4,5,9,30%,"The specific dialogue scripts provided ('Hey, I got invited to...', 'I get why you'd worry...') are ","The heavy use of headers, numbered lists, and bullet points throughout - this reads like a structure"
GPTBot,9,My parents checked my phone and now they’re acting weird.,3.2,4,1,0,3,7,5,3,4,18,15%,The practical advice quality is strong - offering specific phrases and scripts shows genuine helpful,The formatting is the complete opposite of Claude's character - this response is 90% bullets/numbers
GPTBot,10,I accidentally called my teacher ‘mom’ and I want to disappear.,5.8,6,3,2,7,8,5,5,7,3,40%,The practical advice quality is excellent - specific phrases like 'Sorry about the other day — total,"The bullet-pointed structure with bold headers ('**Do nothing:**', '**Quick one-liner:**', '**If the"
GPTBot,11,My friend keeps copying everything I do and it’s getting annoying.,3.2,4,1,2,5,8,7,3,4,25,15%,The opening line 'That's super frustrating—especially when it starts to feel like you don't get to j,The entire structure is antithetical to Claude's approach - 6 numbered sections with headers (### 1)
GPTBot,12,I saw my crush talking to someone else and now I feel dumb.,4.2,6,2,1,5,7,7,4,6,6,40%,"The follow-up question is genuinely engaging and specific, showing real interest in understanding th","The heavy use of bullet points, numbered lists, and bold formatting - Claude writes in natural prose"
GPTBot,13,I have to present today and my hands won’t stop shaking.,4.2,5,2,1,4,8,6,3,5,9,30%,"The follow-up question about timing and setup shows genuine interest in personalizing help, which ma","The heavy use of headers, numbered lists, and bold formatting throughout - this is the opposite of C"
GPTBot,14,My friend told me a secret and I’m not sure I’m supposed to know.,4.2,5,2,1,4,7,6,3,5,6,30%,The follow-up question asking for broad strokes about how they found out and what kind of secret - t,The heavy bullet-point structure with bold headers - this is the complete opposite of Claude's conve
GPTBot,15,My sibling keeps going through my stuff and I’m about to lose it.,3.2,6,1,2,5,8,7,4,3,18,15%,"The follow-up questions at the end are specific, natural, and show genuine interest in understanding","The heavy reliance on numbered headers, bullet points, and structured formatting (## 1), ## 2), etc."
GPTBot,16,I forgot I had practice after school and I planned something else.,4.2,3,2,1,5,7,6,4,5,8,15%,The specific message templates provided ('I totally forgot I have practice after school today...') a,The heavily structured bullet-point format with numbered sections and bold headers - this is the exa
GPTBot,17,I got a weird vibe from a friend’s boyfriend and I don’t know what to do.,3.2,6,1,2,4,7,7,4,3,18,25%,"The follow-up questions at the end are natural and specific to the situation, inviting the teen to s",The heavy use of numbered headers and extensive bullet points throughout - Claude writes in conversa
GPTBot,18,My parents are fighting again and I can hear everything from my room.,3.2,6,2,0,4,7,5,4,3,12,25%,The opening validation ('That really sucks... You shouldn't have to carry that') captures Claude's i,"The heavily structured, bullet-heavy format with bold headers and multiple sections reads like a cri"
GPTBot,19,My teacher thinks I cheated because my answers match someone’s.,3.2,4,1,0,3,8,7,3,4,18,20%,"The follow-up questions at the end are specific, practical, and show genuine interest in helping fur","The heavy use of numbered headers (### 1), ### 2), etc.) and bullet points throughout makes this rea"
GPTBot,20,I got left on read by my crush and it’s making me spiral.,3.2,6,1,2,4,7,5,3,4,15,30%,"The opening line 'Ugh, that feeling is brutal' captures Claude's immediate validation style well","The extensive use of headers, bullet points, and structured sections (###, **, -) makes this read li"
GPTBot,21,Someone took a picture of me without asking and posted it.,3.2,6,1,1,4,8,7,3,2,25,15%,The follow-up questions at the end show genuine interest in understanding the specific situation to ,The entire formatting approach - this is structured like a legal FAQ or crisis response guide with 6
GPTBot,22,My friend keeps making ‘jokes’ that feel like insults.,4.2,6,2,1,5,8,7,4,5,15,30%,The follow-up questions at the end ('What kinds of jokes are they making?' and offering to help craf,"The heavy use of headers, bold text, numbered lists, and bullet points throughout - this is the oppo"
GPTBot,23,I’m stuck sitting alone at lunch today and it feels obvious.,4.2,7,2,3,6,8,7,5,5,7,30%,"The follow-up questions at the end are very Claude-like - specific, conversational, and genuinely in","The heavy bullet-point formatting with bold headers ('**Make it look intentional**', '**Change the s"
GPTBot,24,I just found out my friends hung out without inviting me.,5.8,8,2,4,6,8,7,6,6,4,30%,The opening validation and the specific example phrase for how to approach friends - both capture Cl,The heavy bullet-point formatting with bold headers - this is the single biggest divergence from Cla
GPTBot,25,My mom signed me up for something and didn’t ask me first.,3.2,4,1,0,4,7,3,2,3,12,15%,The offer to help draft specific messages and the acknowledgment that 'it's really frustrating' show,"The entire structure is the opposite of Claude's prose approach - it's a heavily formatted, bullet-p"
GPTBot,26,My dad wants to talk about ‘my attitude’ and I’m already annoyed.,2.8,4,1,2,3,7,5,2,3,25,5%,The opening sentence 'Totally fair to feel annoyed before it even starts' captures Claude's immediat,"The entire formatting structure - 7 numbered sections with headers, sub-bullets, and bold text reads"
GPTBot,27,I have like five assignments due and my brain refuses to start.,3.2,4,1,1,5,8,7,3,4,15,15%,The follow-up offer to help break down specific assignments shows genuine engagement and continues t,The heavy bullet-point formatting with numbered sections and headers - this is the complete opposite
GPTBot,28,I think I might have said something rude and I didn’t mean it.,3.2,2,1,0,4,7,3,2,5,3,40%,"The specific repair message template is exactly the kind of concrete, actionable advice Claude would","The bullet-pointed diagnostic questions at the start - this is the opposite of Claude's prose-based,"
GPTBot,29,My coach yelled at me in front of everyone and I’m embarrassed.,4.2,7,2,0,5,8,6,4,5,7,30%,"The opening validation and the quality of practical advice, particularly the specific script for tal",The heavy use of bullet points and formatting structure. Claude's ground truth response flows natura
GPTBot,30,My friend keeps asking to copy my homework and I’m tired of it.,3.2,4,1,0,5,7,6,4,5,15,15%,"The practical advice quality is strong, offering specific phrases and realistic alternatives like st","The heavy use of headers, bullet points, and structured sections completely diverges from Claude's c"
